date,open,high,low,close,volume,sma,upper_band,lower_band,band_width
2024-05-31 13:10:00+05:30,1428.7,1430.1,1427.55,1427.55,198419,1427.26,1433.4725357141808,1421.0474642858192,12.425071428361662
2024-05-31 13:15:00+05:30,1427.4,1429.0,1426.2,1428.75,196000,1427.4425,1433.6047459379656,1421.2802540620346,12.324491875931017
2024-05-31 13:20:00+05:30,1428.8,1429.55,1424.1,1426.7,352697,1427.6225,1433.469078058999,1421.775921941001,11.693156117998114
2024-05-31 13:25:00+05:30,1426.5,1426.5,1424.1,1426.05,208181,1427.73,1433.3744131670148,1422.0855868329852,11.288826334029636
2024-05-31 13:30:00+05:30,1426.1,1429.75,1424.2,1429.7,178666,1428.03,1433.4177082326319,1422.642291767368,10.775416465263788
2024-05-31 13:35:00+05:30,1429.6,1431.0,1427.0,1427.5,224306,1428.245,1433.1676923527646,1423.3223076472352,9.84538470552934
2024-05-31 13:40:00+05:30,1427.5,1432.9,1424.2,1432.9,282041,1428.7424999999998,1433.4296393194534,1424.0553606805463,9.374278638907072
2024-05-31 13:45:00+05:30,1432.75,1434.5,1430.05,1433.6,288213,1429.25,1433.7283925687645,1424.7716074312355,8.956785137529096
2024-05-31 13:50:00+05:30,1433.65,1433.9,1431.55,1432.9,311176,1429.585,1434.102864539798,1425.067135460202,9.035729079595967
2024-05-31 13:55:00+05:30,1432.9,1434.85,1430.65,1434.3,261233,1429.82,1434.7835068248128,1424.856493175187,9.927013649625678
2024-05-31 14:00:00+05:30,1434.7,1436.75,1433.0,1435.7,317838,1430.105,1435.6924770693008,1424.5175229306992,11.174954138601606
2024-05-31 14:05:00+05:30,1435.7,1436.05,1432.9,1434.4,283049,1430.3075000000001,1436.2009942945558,1424.4140057054444,11.786988589111388
2024-05-31 14:10:00+05:30,1434.4,1435.7,1432.65,1433.6,270593,1430.3375,1436.2913118042109,1424.3836881957893,11.907623608421545
2024-05-31 14:15:00+05:30,1434.3,1434.4,1429.3,1429.95,259653,1430.215,1436.0943792189278,1424.335620781072,11.758758437855704
2024-05-31 14:20:00+05:30,1430.15,1433.3,1429.75,1432.45,242488,1430.355,1436.3067980476458,1424.4032019523543,11.903596095291505
2024-05-31 14:25:00+05:30,1432.45,1433.95,1430.3,1430.3,222519,1430.4524999999999,1436.3331866095687,1424.571813390431,11.761373219137568
2024-05-31 14:30:00+05:30,1431.05,1432.45,1429.05,1429.85,272508,1430.4625,1436.3383722756678,1424.5866277243324,11.751744551335378
2024-05-31 14:35:00+05:30,1429.6,1432.7,1428.75,1431.3,286039,1430.6474999999998,1436.3825217959443,1424.9124782040553,11.470043591888953
2024-05-31 14:40:00+05:30,1431.25,1432.0,1430.05,1431.45,256905,1430.8725,1436.3572493105846,1425.3877506894153,10.96949862116935
2024-05-31 14:45:00+05:30,1431.5,1432.4,1430.0,1430.9,241463,1430.9925,1436.3683045909388,1425.6166954090613,10.751609181877484
2024-05-31 14:50:00+05:30,1430.9,1432.35,1428.5,1431.2,247759,1431.175,1436.3135309184588,1426.036469081541,10.27706183691771
2024-05-31 14:55:00+05:30,1431.2,1432.2,1428.35,1429.55,218886,1431.215,1436.289455635825,1426.1405443641747,10.148911271650377
2024-05-31 15:00:00+05:30,1429.45,1429.6,1410.85,1412.85,3149605,1430.5225,1439.8611013406698,1421.1838986593302,18.677202681339622
2024-05-31 15:05:00+05:30,1412.85,1413.1,1403.55,1404.35,3239941,1429.4375,1444.1174139983846,1414.7575860016154,29.359827996769127
2024-05-31 15:10:00+05:30,1404.65,1406.2,1401.85,1405.2,2885864,1428.2125,1446.2949465988422,1410.130053401158,36.16489319768425
2024-05-31 15:15:00+05:30,1405.1,1405.7,1400.0,1400.7,3125822,1426.8725,1448.5768423074733,1405.1681576925266,43.40868461494665
2024-05-31 15:20:00+05:30,1400.75,1406.0,1400.65,1404.35,3082596,1425.4450000000002,1449.0482603680084,1401.841739631992,47.2065207360165
2024-05-31 15:25:00+05:30,1404.0,1408.3,1402.05,1407.0,2241679,1424.1150000000002,1448.7072975746473,1399.5227024253531,49.18459514929418
2024-06-03 09:15:00+05:30,1440.0,1440.0,1422.5,1426.05,608537,1423.7725,1448.0547049040033,1399.4902950959968,48.56440980800653
2024-06-03 09:20:00+05:30,1425.35,1426.7,1418.45,1421.45,334479,1423.13,1446.939397304426,1399.3206026955743,47.61879460885166
2024-06-03 09:25:00+05:30,1421.85,1422.25,1415.75,1418.85,150139,1422.2875,1445.4415682170543,1399.1334317829455,46.30813643410875
2024-06-03 09:30:00+05:30,1419.0,1419.15,1413.05,1414.5,153774,1421.2925,1443.9847293968664,1398.6002706031336,45.38445879373285
2024-06-03 09:35:00+05:30,1414.55,1415.05,1410.6,1410.8,197865,1420.1525,1442.5458578321789,1397.759142167821,44.78671566435787
2024-06-03 09:40:00+05:30,1410.65,1413.4,1410.5,1411.55,109628,1419.2324999999998,1441.4513945494596,1397.0136054505401,44.43778909891944
2024-06-03 09:45:00+05:30,1411.35,1411.5,1405.7,1411.3,213022,1418.175,1439.7817234906179,1396.568276509382,43.21344698123585
2024-06-03 09:50:00+05:30,1411.2,1412.95,1410.3,1412.3,100998,1417.275,1438.2776307875947,1396.2723692124055,42.00526157518925
2024-06-03 09:55:00+05:30,1412.2,1416.0,1411.7,1415.5,98795,1416.5575000000001,1436.7578780905217,1396.3571219094786,40.40075618104311
2024-06-03 10:00:00+05:30,1415.45,1417.45,1408.05,1409.65,957286,1415.475,1434.6958870763037,1396.254112923696,38.44177415260765
2024-06-03 10:05:00+05:30,1409.65,1410.0,1409.05,1409.7,173145,1414.3875,1432.2855969658797,1396.4894030341204,35.79619393175926
2024-06-03 10:10:00+05:30,1409.95,1410.0,1408.8,1409.2,130579,1413.3025,1429.6267909493806,1396.9782090506194,32.64858189876122
2024-06-03 10:15:00+05:30,1409.2,1410.0,1409.1,1409.9,166843,1412.2375,1426.386594493996,1398.088405506004,28.298188987992035
2024-06-03 10:20:00+05:30,1410.0,1410.0,1408.6,1409.05,170291,1411.2125,1422.9633244391632,1399.461675560837,23.50164887832625
2024-06-03 10:25:00+05:30,1409.25,1409.5,1407.5,1409.45,79175,1411.0425,1422.7920223307178,1399.2929776692822,23.49904466143562
2024-06-03 10:30:00+05:30,1409.5,1410.0,1408.8,1410.0,104249,1411.325,1422.6824424938027,1399.9675575061974,22.714884987605274
2024-06-03 10:35:00+05:30,1409.85,1410.0,1408.35,1409.85,226496,1411.5575000000001,1422.5896020209223,1400.525397979078,22.064204041844278
2024-06-03 10:40:00+05:30,1409.85,1412.4,1409.7,1410.3,257445,1412.0375,1421.9129683433257,1402.1620316566741,19.750936686651585
2024-06-03 10:45:00+05:30,1410.2,1410.4,1409.5,1409.75,60899,1412.3075,1421.6059017443874,1403.0090982556123,18.596803488775095
2024-06-03 10:50:00+05:30,1409.75,1410.2,1409.05,1409.95,57467,1412.455,1421.502148722113,1403.407851277887,18.09429744422596
2024-06-03 10:55:00+05:30,1409.95,1410.0,1406.7,1406.7,112147,1411.4875,1418.3987860597745,1404.5762139402254,13.822572119549022
2024-06-03 11:00:00+05:30,1406.7,1407.65,1406.0,1406.65,78152,1410.7475,1416.2616159762952,1405.2333840237047,11.028231952590431
2024-06-03 11:05:00+05:30,1406.6,1407.2,1406.25,1406.7,62698,1410.1399999999999,1414.5075622491313,1405.7724377508684,8.735124498262849
2024-06-03 11:10:00+05:30,1406.7,1408.2,1406.65,1407.55,46923,1409.7925,1413.8090003423426,1405.7759996576574,8.033000684685248
2024-06-03 11:15:00+05:30,1407.55,1408.15,1405.6,1406.05,178397,1409.555,1413.856732209243,1405.253267790757,8.603464418486055
2024-06-03 11:20:00+05:30,1406.1,1408.85,1406.0,1408.85,65262,1409.42,1413.6313418289235,1405.2086581710766,8.422683657846846
2024-06-03 11:25:00+05:30,1408.75,1408.85,1408.0,1408.15,55373,1409.2625,1413.416037648805,1405.108962351195,8.307075297610027
2024-06-03 11:30:00+05:30,1408.1,1409.0,1408.0,1408.85,35483,1409.09,1413.004281543277,1405.1757184567227,7.828563086554368
2024-06-03 11:35:00+05:30,1408.7,1409.45,1408.05,1409.3,36779,1408.78,1411.3739159585543,1406.1860840414456,5.187831917108724
2024-06-03 11:40:00+05:30,1409.4,1410.0,1408.55,1410.0,141953,1408.7975000000001,1411.4192312982157,1406.1757687017846,5.243462596431073
2024-06-03 11:45:00+05:30,1410.0,1410.0,1409.2,1409.85,130940,1408.805,1411.4378501666527,1406.1721498333475,5.265700333305176
2024-06-03 11:50:00+05:30,1409.8,1410.0,1409.15,1409.7,85154,1408.83,1411.486764950093,1406.173235049907,5.31352990018604
2024-06-03 11:55:00+05:30,1409.7,1409.95,1408.1,1408.25,63102,1408.7475,1411.3684683325143,1406.1265316674856,5.241936665028788
2024-06-03 12:00:00+05:30,1408.25,1410.0,1408.2,1409.95,235980,1408.7925,1411.4631319476937,1406.1218680523064,5.341263895387328
2024-06-03 12:05:00+05:30,1409.65,1410.3,1409.4,1409.95,291335,1408.8174999999999,1411.5214369445387,1406.113563055461,5.407873889077564
2024-06-03 12:10:00+05:30,1409.95,1410.0,1408.25,1408.25,70163,1408.73,1411.3880820152965,1406.0719179847035,5.316164030592972
2024-06-03 12:15:00+05:30,1408.35,1409.55,1408.0,1408.75,61625,1408.675,1411.2831602711574,1406.0668397288425,5.216320542314861
2024-06-03 12:20:00+05:30,1408.8,1409.95,1408.4,1409.1,63395,1408.615,1411.1242030607434,1406.1057969392566,5.018406121486805
2024-06-03 12:25:00+05:30,1409.15,1409.75,1408.3,1408.8,59941,1408.5675,1411.0243831881155,1406.1106168118847,4.913766376230797
2024-06-03 12:30:00+05:30,1408.5,1409.8,1408.5,1409.3,467862,1408.535,1410.9343957572783,1406.135604242722,4.798791514556342
2024-06-03 12:35:00+05:30,1409.3,1409.9,1408.0,1409.9,85076,1408.695,1411.008849606185,1406.3811503938148,4.627699212370317
2024-06-03 12:40:00+05:30,1409.9,1410.0,1409.05,1410.0,42075,1408.8625,1411.041002926333,1406.683997073667,4.357005852666134
2024-06-03 12:45:00+05:30,1410.0,1410.0,1408.2,1408.95,47517,1408.975,1410.9144586873765,1407.0355413126233,3.8789173747532004
2024-06-03 12:50:00+05:30,1408.9,1410.0,1408.2,1409.95,53975,1409.095,1410.9625920325489,1407.2274079674512,3.7351840650976555
2024-06-03 12:55:00+05:30,1409.9,1410.0,1409.25,1410.0,77923,1409.2925,1410.5736225546518,1408.0113774453482,2.5622451093036034
2024-06-03 13:00:00+05:30,1410.0,1410.0,1408.5,1409.0,56001,1409.3,1410.5723993084082,1408.0276006915917,2.544798616816479
2024-06-03 13:05:00+05:30,1408.95,1409.1,1408.3,1408.9,68404,1409.3375,1410.5126063781793,1408.162393621821,2.35021275635836
2024-06-03 13:10:00+05:30,1408.85,1409.1,1408.1,1409.0,79952,1409.345,1410.5094311916284,1408.1805688083716,2.328862383256819
2024-06-03 13:15:00+05:30,1409.0,1409.0,1408.0,1408.3,73304,1409.295,1410.5455598746314,1408.0444401253687,2.5011197492626707
2024-06-03 13:20:00+05:30,1408.25,1409.8,1407.5,1409.45,86588,1409.2675000000002,1410.478398426805,1408.0566015731954,2.4217968536095213
2024-06-03 13:25:00+05:30,1409.4,1409.55,1408.4,1409.05,74671,1409.2275,1410.4113390938123,1408.0436609061876,2.3676781876247333
2024-06-03 13:30:00+05:30,1408.95,1409.55,1408.25,1409.45,58837,1409.2150000000001,1410.3838028063103,1408.04619719369,2.3376056126203366
2024-06-03 13:35:00+05:30,1409.05,1409.65,1407.0,1407.0,74474,1409.1525000000001,1410.6172440049509,1407.6877559950494,2.9294880099014335
2024-06-03 13:40:00+05:30,1407.1,1407.75,1406.1,1407.2,85805,1409.0149999999999,1410.6597188209662,1407.3702811790336,3.2894376419326363
2024-06-03 13:45:00+05:30,1407.0,1407.55,1406.0,1406.1,71367,1408.8225,1410.842766071596,1406.802233928404,4.040532143192195
2024-06-03 13:50:00+05:30,1406.1,1407.55,1405.95,1407.05,274929,1408.7625,1410.914214432736,1406.6107855672642,4.3034288654716875
2024-06-03 13:55:00+05:30,1407.1,1408.55,1406.55,1408.5,59047,1408.75,1410.9047621678606,1406.5952378321394,4.3095243357211075
2024-06-03 14:00:00+05:30,1408.6,1409.7,1408.35,1409.4,79573,1408.765,1410.9334326136736,1406.5965673863266,4.336865227347062
2024-06-03 14:05:00+05:30,1409.4,1409.4,1408.0,1408.25,60422,1408.7375,1410.9173795838403,1406.5576204161596,4.35975916768075
2024-06-03 14:10:00+05:30,1408.25,1408.5,1406.4,1407.35,56722,1408.6399999999999,1410.8840142602141,1406.3959857397856,4.488028520428543
2024-06-03 14:15:00+05:30,1407.25,1408.35,1407.0,1407.3,58169,1408.51,1410.7482135733762,1406.2717864266237,4.476427146752485
2024-06-03 14:20:00+05:30,1407.3,1408.0,1406.5,1407.3,47434,1408.375,1410.5625785700283,1406.1874214299717,4.375157140056672
2024-06-03 14:25:00+05:30,1407.4,1407.5,1406.05,1406.5,57971,1408.2525,1410.568201837467,1405.936798162533,4.631403674934063
2024-06-03 14:30:00+05:30,1406.35,1407.0,1406.0,1406.55,62326,1408.0825,1410.3738478566227,1405.7911521433773,4.582695713245357
2024-06-03 14:35:00+05:30,1406.55,1407.0,1406.35,1406.85,58383,1407.925,1410.0974410233769,1405.752558976623,4.34488204675381
2024-06-03 14:40:00+05:30,1406.85,1407.35,1406.35,1406.7,70007,1407.81,1409.9861433776412,1405.6338566223587,4.352286755282421
2024-06-03 14:45:00+05:30,1406.5,1407.0,1405.65,1406.5,76838,1407.69,1409.8771442567997,1405.5028557432004,4.374288513599367
2024-06-03 14:50:00+05:30,1406.5,1407.0,1406.05,1406.95,62451,1407.5875,1409.7106756875146,1405.4643243124856,4.246351375029008
2024-06-03 14:55:00+05:30,1406.35,1407.0,1406.0,1406.2,63447,1407.4824999999998,1409.661324224221,1405.3036757757786,4.357648448442433
2024-06-03 15:00:00+05:30,1406.2,1406.25,1404.1,1405.0,286094,1407.2599999999998,1409.4977667438886,1405.022233256111,4.475533487777739
2024-06-03 15:05:00+05:30,1404.75,1405.75,1404.0,1405.0,209563,1407.0575,1409.3431672986364,1404.7718327013633,4.571334597273108
2024-06-03 15:10:00+05:30,1405.3,1405.85,1404.4,1405.8,272620,1406.875,1408.9395822822203,1404.8104177177797,4.1291645644405435
2024-06-03 15:15:00+05:30,1405.8,1407.5,1405.05,1406.4,448333,1406.8449999999998,1408.9188611332627,1404.771138866737,4.147722266525761
2024-06-03 15:20:00+05:30,1406.35,1407.3,1405.15,1407.15,285954,1406.8425000000002,1408.9147632554912,1404.7702367445092,4.144526510981905
2024-06-03 15:25:00+05:30,1407.15,1408.55,1406.9,1408.2,223683,1406.9475,1409.070816980589,1404.824183019411,4.246633961177849
2024-06-04 09:15:00+05:30,1409.0,1415.0,1392.0,1395.7,428151,1406.3799999999999,1411.720355793396,1401.0396442066037,10.680711586792313
2024-06-04 09:20:00+05:30,1395.7,1397.9,1382.5,1387.1,493269,1405.31,1415.1783635928186,1395.4416364071812,19.736727185637392
2024-06-04 09:25:00+05:30,1386.35,1389.8,1384.0,1387.6,152373,1404.2199999999998,1416.5494525425938,1391.8905474574058,24.658905085188053
2024-06-04 09:30:00+05:30,1387.15,1389.55,1381.0,1384.9,395589,1403.0525,1417.8162215836687,1388.2887784163313,29.527443167337424
2024-06-04 09:35:00+05:30,1384.85,1387.0,1382.0,1386.8,388176,1402.025,1418.238559140426,1385.811440859574,32.42711828085203
2024-06-04 09:40:00+05:30,1386.8,1394.9,1385.8,1392.1,162480,1401.2649999999999,1417.8392299972004,1384.6907700027994,33.14845999440104
2024-06-04 09:45:00+05:30,1392.1,1402.0,1392.0,1400.95,546319,1400.9475,1417.2887813145146,1384.6062186854854,32.682562629029235
2024-06-04 09:50:00+05:30,1400.95,1402.8,1397.05,1400.8,241341,1400.6625,1416.8040883667036,1384.5209116332962,32.283176733407345
2024-06-04 09:55:00+05:30,1401.0,1407.0,1398.6,1399.5,147807,1400.31,1416.2282788014315,1384.3917211985683,31.836557602863195
2024-06-04 10:00:00+05:30,1399.5,1400.0,1394.25,1396.1,93951,1399.7725,1415.4959371242458,1384.0490628757543,31.44687424849144
2024-06-04 10:05:00+05:30,1396.1,1400.2,1395.75,1398.05,67329,1399.34,1414.7501784545186,1383.9298215454812,30.8203569090374
2024-06-04 10:10:00+05:30,1398.5,1403.35,1397.75,1402.75,48878,1399.1525,1414.2986372963574,1384.0063627036425,30.292274592714875
2024-06-04 10:15:00+05:30,1402.5,1404.4,1402.05,1403.5,116330,1398.98,1413.8429203052467,1384.1170796947533,29.72584061049338
2024-06-04 10:20:00+05:30,1403.25,1408.0,1400.0,1407.75,381750,1399.0575000000001,1414.0854497936384,1384.0295502063618,30.0558995872766
2024-06-04 10:25:00+05:30,1407.5,1412.8,1407.45,1411.55,216400,1399.385,1415.1824713166413,1383.5875286833586,31.5949426332827
2024-06-04 10:30:00+05:30,1411.55,1411.95,1405.5,1405.5,147293,1399.41,1415.2444750465593,1383.575524953441,31.668950093118383
2024-06-04 10:35:00+05:30,1405.9,1408.9,1404.85,1408.25,103524,1399.5324999999998,1415.5990265381197,1383.46597346188,32.133053076239776
2024-06-04 10:40:00+05:30,1408.3,1408.6,1405.55,1405.55,143747,1399.49,1415.48798737342,1383.49201262658,31.995974746840147
2024-06-04 10:45:00+05:30,1405.55,1407.0,1401.45,1405.55,77302,1399.4099999999999,1415.2693694704456,1383.5506305295542,31.7187389408914
2024-06-04 10:50:00+05:30,1405.1,1407.55,1401.65,1401.65,213245,1399.0825,1414.4656490599327,1383.6993509400672,30.766298119865496
2024-06-04 10:55:00+05:30,1401.1,1402.45,1393.2,1402.0,363948,1399.3975,1414.7486717793824,1384.0463282206176,30.702343558764824
2024-06-04 11:00:00+05:30,1402.0,1403.2,1396.45,1401.15,233647,1400.1,1414.384712107708,1385.8152878922917,28.569424215416348
2024-06-04 11:05:00+05:30,1400.55,1401.5,1388.0,1396.3,252356,1400.535,1413.761265534916,1387.3087344650842,26.45253106983182
2024-06-04 11:10:00+05:30,1396.45,1400.4,1391.9,1395.9,251414,1401.085,1412.4485425814357,1389.7214574185643,22.72708516287139
2024-06-04 11:15:00+05:30,1396.1,1405.3,1395.9,1401.3,185330,1401.81,1411.0957202197837,1392.5242797802161,18.571440439567596
2024-06-04 11:20:00+05:30,1401.65,1410.0,1401.35,1410.0,126143,1402.7050000000002,1411.5128885097452,1393.8971114902552,17.615777019489997
2024-06-04 11:25:00+05:30,1409.75,1410.7,1406.4,1410.35,90921,1403.175,1412.5434844025112,1393.8065155974887,18.73696880502257
2024-06-04 11:30:00+05:30,1410.0,1410.35,1402.1,1404.55,468793,1403.3625,1412.6833301668948,1394.041669833105,18.641660333789787
2024-06-04 11:35:00+05:30,1404.55,1407.7,1402.25,1405.5,181049,1403.6625,1412.8520524918297,1394.4729475081701,18.379104983659545
2024-06-04 11:40:00+05:30,1405.5,1405.95,1400.0,1401.2,56337,1403.9175,1412.5176322664302,1395.3173677335699,17.200264532860274
2024-06-04 11:45:00+05:30,1400.9,1406.6,1398.45,1403.3,141261,1404.1799999999998,1412.3578603558688,1396.002139644131,16.35572071173783
2024-06-04 11:50:00+05:30,1403.3,1405.0,1401.25,1402.35,47841,1404.16,1412.3536926962204,1395.9663073037798,16.387385392440592
2024-06-04 11:55:00+05:30,1402.35,1402.35,1387.35,1387.35,121556,1403.3525,1414.3505214129677,1392.3544785870322,21.996042825935547
2024-06-04 12:00:00+05:30,1387.45,1396.1,1387.3,1393.7,81430,1402.65,1414.2149902723738,1391.0850097276264,23.12998054474747
2024-06-04 12:05:00+05:30,1393.7,1394.25,1385.0,1385.95,128775,1401.3700000000001,1414.2979310022954,1388.4420689977048,25.855862004590563
2024-06-04 12:10:00+05:30,1385.3,1389.85,1375.05,1381.55,314430,1400.1725000000001,1415.5526974954848,1384.7923025045154,30.760394990969417
2024-06-04 12:15:00+05:30,1382.2,1389.95,1381.45,1386.2,209194,1399.0700000000002,1415.1225823467792,1383.0174176532212,32.10516469355798
2024-06-04 12:20:00+05:30,1386.2,1389.2,1371.1,1371.1,254331,1397.3475,1417.1939978018827,1377.5010021981175,39.69299560376521
2024-06-04 12:25:00+05:30,1371.1,1372.0,1358.35,1366.95,230070,1395.4175,1418.8765979153109,1371.9584020846892,46.9181958306217
2024-06-04 12:30:00+05:30,1366.4,1388.1,1366.4,1384.0,140511,1394.535,1418.3156034406227,1370.7543965593775,47.5612068812452
2024-06-04 12:35:00+05:30,1383.4,1388.25,1370.0,1372.25,178440,1393.0475000000001,1418.4413078082073,1367.653692191793,50.787615616414314
2024-06-04 12:40:00+05:30,1372.25,1389.5,1371.9,1384.35,98292,1392.2075,1417.5850939560896,1366.8299060439103,50.75518791217928
2024-06-04 12:45:00+05:30,1383.7,1395.0,1378.45,1394.65,128702,1392.125,1417.4595317699018,1366.7904682300982,50.669063539803574
2024-06-04 12:50:00+05:30,1394.7,1395.9,1383.25,1393.3,160614,1391.995,1417.2773436413668,1366.712656358633,50.56468728273376
2024-06-04 12:55:00+05:30,1393.2,1396.1,1387.2,1388.9,104081,1391.375,1416.3201097411932,1366.4298902588068,49.89021948238633
2024-06-04 13:00:00+05:30,1388.9,1392.7,1382.3,1386.5,94555,1390.2,1413.6970423670762,1366.702957632924,46.99408473415224
2024-06-04 13:05:00+05:30,1387.55,1388.0,1383.05,1384.95,105777,1388.9299999999998,1410.6087315127102,1367.2512684872895,43.35746302542066
2024-06-04 13:10:00+05:30,1384.95,1389.6,1383.0,1389.0,136745,1388.1525000000001,1408.6159668372734,1367.689033162727,40.92693367454649
2024-06-04 13:15:00+05:30,1389.6,1390.75,1385.2,1390.0,177898,1387.3775,1406.267880488497,1368.4871195115031,37.78076097699386
2024-06-04 13:20:00+05:30,1390.7,1400.0,1389.85,1396.65,179406,1387.15,1405.4700163755435,1368.8299836244566,36.64003275108689
